match_id,season,match_date,started,minute_on,minute_off,match_minutes,messi_minutes
303473,2019/2020,2019-10-06,1,,,93.27,93.27
16029,2018/2019,2018-10-20,1,,25.92,93.03,25.92
303715,2019/2020,2019-11-23,1,,,94.03,94.03
15998,2018/2019,2018-09-26,1,,,93.55,93.55
303524,2019/2020,2019-12-01,1,,,93.85,93.85
16086,2018/2019,2018-12-08,1,,,96.07,96.07
15978,2018/2019,2018-09-15,1,,,93.02,93.02
16190,2018/2019,2019-02-23,1,,,94.08,94.08
16073,2018/2019,2018-11-24,1,,,94.03,94.03
16182,2018/2019,2019-02-16,1,,,94.02,94.02
16109,2018/2019,2018-12-22,1,,,93.15,93.15
16215,2018/2019,2019-03-17,1,,,93.08,93.08
16157,2018/2019,2019-02-02,1,,,92.02,92.02
16173,2018/2019,2019-02-10,1,,,95.85,95.85
16120,2018/2019,2019-01-06,1,,,93.27,93.27
16248,2018/2019,2019-04-06,1,,,92.1,92.1
16289,2018/2019,2019-04-27,0,45.0,,92.37,47.37
16056,2018/2019,2018-11-11,1,,,94.92,94.92
16265,2018/2019,2019-04-20,1,,,94.03,94.03
15946,2018/2019,2018-08-18,1,,,92.52,92.52
16079,2018/2019,2018-12-02,1,,,93.98,93.98
15973,2018/2019,2018-09-02,1,,,93.02,93.02
16149,2018/2019,2019-01-27,1,,,93.05,93.05
16275,2018/2019,2019-04-23,0,60.73,,94.25,33.52
16317,2018/2019,2019-05-19,1,,,92.92,92.92
16136,2018/2019,2019-01-20,0,63.25,,97.0,33.75
16205,2018/2019,2019-03-09,1,,,92.07,92.07
16095,2018/2019,2018-12-16,1,,,92.02,92.02
16010,2018/2019,2018-09-29,0,54.53,,93.88,39.35
16240,2018/2019,2019-04-02,0,60.27,,93.87,33.6
16306,2018/2019,2019-05-12,1,,,94.2,94.2
15986,2018/2019,2018-09-23,1,,,93.12,93.12
16196,2018/2019,2019-03-02,1,,,94.6,94.6
16131,2018/2019,2019-01-13,1,,,93.03,93.03
16231,2018/2019,2019-03-30,1,,,94.63,94.63
9880,2017/2018,2018-04-14,1,,,93.83,93.83
9799,2017/2018,2018-02-17,1,,,93.02,93.02
9827,2017/2018,2018-03-01,1,,,96.1,96.1
16023,2018/2019,2018-10-07,1,,,91.98,91.98
9855,2017/2018,2018-03-18,1,,,92.03,92.03
9575,2017/2018,2017-08-20,1,,,93.07,93.07
15956,2018/2019,2018-08-25,1,,,94.6,94.6
9924,2017/2018,2018-05-06,1,,,94.78,94.78
9609,2017/2018,2017-09-19,1,,,92.1,92.1
9928,2017/2018,2018-05-09,1,,,93.77,93.77
9736,2017/2018,2017-12-23,1,,,93.18,93.18
9912,2017/2018,2018-04-29,1,,,91.98,91.98
9636,2017/2018,2017-10-01,1,,,92.12,92.12
9765,2017/2018,2018-01-21,1,,,92.02,92.02
9783,2017/2018,2018-02-04,0,58.1,,93.05,34.95
9592,2017/2018,2017-09-09,1,,,93.13,93.13
9661,2017/2018,2017-10-28,1,,,93.55,93.55
9870,2017/2018,2018-04-07,1,,,93.02,93.02
9695,2017/2018,2017-11-26,1,,,94.07,94.07
9860,2017/2018,2018-03-31,0,57.33,,92.12,34.78
9794,2017/2018,2018-02-11,1,,,93.68,93.68
9717,2017/2018,2017-12-10,1,,,93.0,93.0
9742,2017/2018,2018-01-07,1,,,93.97,93.97
9650,2017/2018,2017-10-21,1,,,93.02,93.02
9811,2017/2018,2018-02-24,1,,,93.08,93.08
9700,2017/2018,2017-12-02,1,,,95.97,95.97
9837,2017/2018,2018-03-04,1,,,93.05,93.05
9774,2017/2018,2018-01-28,1,,,93.12,93.12
9602,2017/2018,2017-09-16,1,,,93.02,93.02
9948,2017/2018,2018-05-20,0,66.88,,92.13,25.25
9682,2017/2018,2017-11-18,1,,,92.02,92.02
9620,2017/2018,2017-09-23,1,,,93.08,93.08
9581,2017/2018,2017-08-26,1,,,93.02,93.02
9673,2017/2018,2017-11-04,1,,,94.13,94.13
9726,2017/2018,2017-12-17,1,,,92.2,92.2
9754,2017/2018,2018-01-14,1,,,93.13,93.13
9642,2017/2018,2017-10-14,1,,,93.82,93.82
267569,2016/2017,2017-04-23,1,,,92.85,92.85
267212,2016/2017,2016-09-17,1,,,92.02,92.02
9889,2017/2018,2018-04-17,0,59.72,,93.13,33.42
266989,2016/2017,2016-11-06,1,,,93.15,93.15
266357,2016/2017,2016-12-10,1,,,92.93,92.93
266669,2016/2017,2016-09-10,0,59.52,,94.05,34.53
266892,2016/2017,2016-08-28,1,,,93.02,93.02
267670,2016/2017,2016-08-20,1,,,92.05,92.05
267039,2016/2017,2017-05-14,1,,,92.13,92.13
266477,2016/2017,2017-01-08,1,,,94.55,94.55
267101,2016/2017,2017-04-26,1,,62.73,92.02,62.73
267220,2016/2017,2016-09-21,1,,58.78,93.0,58.78
266440,2016/2017,2017-03-19,1,,,92.03,92.03
266033,2016/2017,2016-10-22,1,,,95.43,95.43
267660,2016/2017,2017-03-12,1,,,93.02,93.02
266516,2016/2017,2017-01-29,1,,,93.07,93.07
267395,2016/2017,2017-01-14,1,,,91.02,91.02
266273,2016/2017,2017-02-11,1,,,93.07,93.07
266731,2016/2017,2017-01-22,1,,,93.03,93.03
266874,2016/2017,2017-02-04,1,,62.67,93.18,62.67
267590,2016/2017,2017-04-08,1,,,94.22,94.22
267432,2016/2017,2017-05-21,1,,,93.02,93.02
267076,2016/2017,2016-12-03,1,,,93.15,93.15
267077,2016/2017,2017-04-29,1,,,91.93,91.93
266528,2016/2017,2016-12-18,1,,,95.15,95.15
267464,2016/2017,2017-02-26,1,,,94.02,94.02
266952,2016/2017,2017-05-06,1,,,93.08,93.08
266191,2016/2017,2016-11-27,1,,,94.05,94.05
267492,2016/2017,2016-10-15,0,54.83,,92.12,37.28
265952,2016/2017,2017-03-01,1,,60.22,92.08,60.22
266299,2016/2017,2017-03-04,1,,,93.03,93.03
3825848,2015/2016,2015-09-23,0,,,93.28,0.0
266280,2016/2017,2017-04-05,1,,,92.1,92.1
267058,2016/2017,2016-10-29,1,,,93.03,93.03
3825739,2015/2016,2016-01-17,0,,,92.03,0.0
267373,2016/2017,2017-04-15,1,,,93.08,93.08
3825895,2015/2016,2015-09-23,0,,,93.98,0.0
3825855,2015/2016,2016-05-02,0,,,94.05,0.0
267596,2016/2017,2017-02-19,1,,,95.62,95.62
3825894,2015/2016,2016-05-01,0,,,94.05,0.0
3825883,2015/2016,2016-05-15,0,,,90.05,0.0
3825908,2015/2016,2016-05-15,0,,,92.05,0.0
3825900,2015/2016,2016-05-15,0,,,91.88,0.0
3825876,2015/2016,2016-05-15,0,,,93.02,0.0
3825869,2015/2016,2016-05-14,0,,,93.03,0.0
3825846,2015/2016,2016-05-14,0,,,92.08,0.0
3825882,2015/2016,2016-05-14,0,,,93.13,0.0
3825847,2015/2016,2016-04-23,0,,,92.05,0.0
3825817,2015/2016,2016-03-18,0,,,94.28,0.0
3825860,2015/2016,2016-05-08,0,,,93.07,0.0
3825849,2015/2016,2016-05-13,0,,,94.97,0.0
3825778,2015/2016,2016-02-20,0,,,93.08,0.0
3825777,2015/2016,2016-02-19,0,,,92.08,0.0
3825884,2015/2016,2016-04-24,0,,,93.02,0.0
3825740,2015/2016,2016-01-18,0,,,93.0,0.0
3825875,2015/2016,2016-04-24,0,,,93.6,0.0
3825842,2015/2016,2016-04-24,0,,,93.07,0.0
3825896,2015/2016,2016-04-21,0,,,94.05,0.0
3825890,2015/2016,2016-04-23,0,,,93.12,0.0
3825839,2015/2016,2016-04-20,0,,,93.0,0.0
3825841,2015/2016,2016-04-21,0,,,93.47,0.0
3825843,2015/2016,2016-04-20,0,,,94.08,0.0
3825840,2015/2016,2016-04-20,0,,,92.02,0.0
3825838,2015/2016,2016-04-20,0,,,94.05,0.0
3825902,2015/2016,2016-05-15,0,,,92.02,0.0
3825835,2015/2016,2016-04-17,0,,,93.03,0.0
3825836,2015/2016,2016-04-17,0,,,94.45,0.0
3825871,2015/2016,2016-04-22,0,,,93.0,0.0
3825897,2015/2016,2016-04-16,0,,,93.03,0.0
3825834,2015/2016,2016-04-17,0,,,93.08,0.0
3825906,2015/2016,2016-04-17,0,,,95.12,0.0
3825837,2015/2016,2016-04-19,0,,,93.03,0.0
3825857,2015/2016,2016-04-15,0,,,95.03,0.0
3825889,2015/2016,2016-04-16,0,,,94.15,0.0
3825833,2015/2016,2016-04-16,0,,,92.12,0.0
3825831,2015/2016,2016-04-10,0,,,93.23,0.0
3825832,2015/2016,2016-04-10,0,,,93.02,0.0
3825830,2015/2016,2016-04-10,0,,,93.03,0.0
3825863,2015/2016,2016-04-11,0,,,93.65,0.0
3825827,2015/2016,2016-04-09,0,,,94.12,0.0
3825824,2015/2016,2016-04-03,0,,,94.02,0.0
3825825,2015/2016,2016-04-04,0,,,93.27,0.0
3825905,2015/2016,2016-04-03,0,,,93.15,0.0
3825829,2015/2016,2016-04-10,0,,,93.05,0.0
3825821,2015/2016,2016-03-20,0,,,96.0,0.0
3825822,2015/2016,2016-04-02,0,,,93.1,0.0
3825826,2015/2016,2016-04-08,0,,,93.05,0.0
3825828,2015/2016,2016-04-09,0,,,93.05,0.0
3825820,2015/2016,2016-03-20,0,,,92.03,0.0
3825818,2015/2016,2016-03-19,0,,,94.03,0.0
3825816,2015/2016,2016-03-13,0,,,93.13,0.0
3825887,2015/2016,2016-03-19,0,,,94.98,0.0
3825907,2015/2016,2016-03-19,0,,,93.48,0.0
3825823,2015/2016,2016-04-03,0,,,95.2,0.0
3825903,2015/2016,2016-03-19,0,,,93.5,0.0
3825815,2015/2016,2016-03-13,0,,,95.18,0.0
3825813,2015/2016,2016-03-12,0,,,92.98,0.0
3825819,2015/2016,2016-03-20,0,,,93.03,0.0
3825811,2015/2016,2016-03-07,0,,,93.55,0.0
3825810,2015/2016,2016-03-06,0,,,93.0,0.0
3825809,2015/2016,2016-03-06,0,,,94.4,0.0
3825858,2015/2016,2016-03-12,0,,,94.3,0.0
3825808,2015/2016,2016-03-06,0,,,92.02,0.0
3825807,2015/2016,2016-03-06,0,,,93.03,0.0
3825812,2015/2016,2016-03-11,0,,,93.08,0.0
3825814,2015/2016,2016-03-12,0,,,94.07,0.0
3825804,2015/2016,2016-03-05,0,,,93.97,0.0
3825757,2015/2016,2016-01-31,0,,,92.1,0.0
3825782,2015/2016,2016-02-21,0,,,93.05,0.0
3825641,2015/2016,2015-10-26,0,,,93.03,0.0
3825805,2015/2016,2016-03-05,0,,,94.03,0.0
3825784,2015/2016,2016-02-21,0,,,93.15,0.0
3825801,2015/2016,2016-03-02,0,,,93.03,0.0
3825867,2015/2016,2016-03-05,0,,,93.05,0.0
3825798,2015/2016,2016-03-02,0,,,94.2,0.0
3825799,2015/2016,2016-03-02,0,,,94.67,0.0
3825795,2015/2016,2016-03-01,0,,,92.08,0.0
3825800,2015/2016,2016-03-02,0,,,93.07,0.0
3825803,2015/2016,2016-03-03,0,,,94.43,0.0
3825793,2015/2016,2016-02-28,0,,,92.97,0.0
3825796,2015/2016,2016-03-01,0,,,92.07,0.0
3825792,2015/2016,2016-02-28,0,,,95.65,0.0
3825797,2015/2016,2016-03-02,0,,,92.0,0.0
3825790,2015/2016,2016-02-27,0,,,93.95,0.0
3825787,2015/2016,2016-02-27,0,,,93.4,0.0
3825794,2015/2016,2016-02-28,0,,,92.12,0.0
3825789,2015/2016,2016-02-27,0,,,93.22,0.0
3825786,2015/2016,2016-02-26,0,,,93.03,0.0
3825791,2015/2016,2016-02-27,0,,,94.72,0.0
3825781,2015/2016,2016-02-21,0,,,93.45,0.0
3825783,2015/2016,2016-02-21,0,,,94.02,0.0
3825788,2015/2016,2016-02-27,0,,,93.05,0.0
3825779,2015/2016,2016-02-20,0,,,93.0,0.0
3825780,2015/2016,2016-02-20,0,,,94.13,0.0
3825776,2015/2016,2016-02-14,0,,,93.02,0.0
3825773,2015/2016,2016-02-14,0,,,93.03,0.0
3825770,2015/2016,2016-02-13,0,,,92.03,0.0
3825775,2015/2016,2016-02-14,0,,,93.08,0.0
3825769,2015/2016,2016-02-13,0,,,94.98,0.0
3825785,2015/2016,2016-02-21,0,,,94.08,0.0
3825736,2015/2016,2016-01-17,0,,,94.55,0.0
3825768,2015/2016,2016-02-12,0,,,91.98,0.0
3825731,2015/2016,2016-01-10,0,,,94.07,0.0
3825685,2015/2016,2015-12-06,0,,,92.98,0.0
3825678,2015/2016,2015-11-29,0,,,93.08,0.0
3825638,2015/2016,2015-10-25,0,,,92.98,0.0
3825614,2015/2016,2015-10-03,0,,,92.03,0.0
3825612,2015/2016,2015-09-27,0,,,93.08,0.0
3825607,2015/2016,2015-09-26,0,,,93.0,0.0
3825595,2015/2016,2015-09-20,0,,,92.3,0.0
3825772,2015/2016,2016-02-13,0,,,94.15,0.0
3825572,2015/2016,2015-08-29,0,,,93.07,0.0
3825642,2015/2016,2015-10-30,0,,,92.97,0.0
3825774,2015/2016,2016-02-14,0,,,94.03,0.0
3825767,2015/2016,2016-02-08,0,,,92.15,0.0
3825706,2015/2016,2015-12-30,0,,,93.02,0.0
3825712,2015/2016,2015-12-30,0,,,93.03,0.0
3825643,2015/2016,2015-10-31,0,,,93.47,0.0
3825708,2015/2016,2015-12-30,0,,,93.13,0.0
3825579,2015/2016,2015-08-30,0,,,92.98,0.0
3825711,2015/2016,2015-12-30,0,,,93.13,0.0
3825707,2015/2016,2015-12-30,0,,,92.98,0.0
3825705,2015/2016,2015-12-30,0,,,93.8,0.0
3825771,2015/2016,2016-02-13,0,,,93.18,0.0
3825703,2015/2016,2015-12-20,0,,,93.0,0.0
3825701,2015/2016,2015-12-20,0,,,93.07,0.0
3825704,2015/2016,2015-12-20,0,,,93.45,0.0
3825699,2015/2016,2015-12-19,0,,,94.05,0.0
3825698,2015/2016,2015-12-19,0,,,92.13,0.0
3825700,2015/2016,2015-12-20,0,,,91.92,0.0
3825697,2015/2016,2015-12-19,0,,,93.08,0.0
3825694,2015/2016,2015-12-13,0,,,93.13,0.0
3825696,2015/2016,2015-12-13,0,,,94.73,0.0
3825693,2015/2016,2015-12-13,0,,,93.73,0.0
3825695,2015/2016,2015-12-13,0,,,94.0,0.0
3825891,2015/2016,2015-12-19,0,,,94.1,0.0
3825689,2015/2016,2015-12-12,0,,,94.05,0.0
3825690,2015/2016,2015-12-12,0,,,93.53,0.0
3825688,2015/2016,2015-12-11,0,,,92.97,0.0
3825691,2015/2016,2015-12-12,0,,,93.07,0.0
3825687,2015/2016,2015-12-07,0,,,93.05,0.0
3825684,2015/2016,2015-12-06,0,,,93.07,0.0
3825686,2015/2016,2015-12-06,0,,,92.02,0.0
3825683,2015/2016,2015-12-06,0,,,93.42,0.0
3825692,2015/2016,2015-12-12,0,,,93.95,0.0
3825681,2015/2016,2015-12-05,0,,,92.08,0.0
3825680,2015/2016,2015-12-05,0,,,92.98,0.0
3825675,2015/2016,2015-11-29,0,,,92.02,0.0
3825702,2015/2016,2015-12-20,0,,,93.97,0.0
3825677,2015/2016,2015-11-29,0,,,94.82,0.0
3825676,2015/2016,2015-11-29,0,,,94.03,0.0
3825674,2015/2016,2015-11-28,0,,,94.48,0.0
3825673,2015/2016,2015-11-28,0,,,93.78,0.0
3825671,2015/2016,2015-11-28,0,,,92.63,0.0
3825670,2015/2016,2015-11-27,0,,,94.6,0.0
3825672,2015/2016,2015-11-28,0,,,93.98,0.0
3825665,2015/2016,2015-11-22,0,,,95.45,0.0
3825682,2015/2016,2015-12-05,0,,,93.03,0.0
3825667,2015/2016,2015-11-22,0,,,94.1,0.0
3825666,2015/2016,2015-11-22,0,,,94.1,0.0
3825662,2015/2016,2015-11-21,0,,,95.1,0.0
3825663,2015/2016,2015-11-21,0,,,92.08,0.0
3825888,2015/2016,2015-11-21,0,,,93.2,0.0
3825669,2015/2016,2015-11-23,0,,,93.03,0.0
3825659,2015/2016,2015-11-08,0,,,93.1,0.0
3825660,2015/2016,2015-11-08,0,,,92.02,0.0
3825658,2015/2016,2015-11-08,0,,,94.02,0.0
3825656,2015/2016,2015-11-07,0,,,93.12,0.0
3825661,2015/2016,2015-11-08,0,,,93.07,0.0
3825668,2015/2016,2015-11-22,0,,,92.03,0.0
3825652,2015/2016,2015-11-06,0,,,93.07,0.0
3825626,2015/2016,2015-10-17,0,,,93.05,0.0
3825657,2015/2016,2015-11-07,0,,,94.15,0.0
3825664,2015/2016,2015-11-21,0,,,91.98,0.0
3825623,2015/2016,2015-10-17,0,,,92.08,0.0
3825608,2015/2016,2015-09-26,0,,,93.02,0.0
3825899,2015/2016,2016-04-24,0,,,93.03,0.0
3825601,2015/2016,2015-09-23,0,,,93.38,0.0
3825647,2015/2016,2015-10-31,0,,,92.93,0.0
3825637,2015/2016,2015-10-25,0,,,94.9,0.0
3825619,2015/2016,2015-10-04,0,,,93.45,0.0
3825616,2015/2016,2015-10-03,0,,,93.93,0.0
3825628,2015/2016,2015-10-18,0,,,92.27,0.0
3825611,2015/2016,2015-09-27,0,,,92.98,0.0
3825609,2015/2016,2015-09-27,0,,,93.0,0.0
3825598,2015/2016,2015-09-22,0,,,94.03,0.0
3825570,2015/2016,2015-08-24,0,,,94.12,0.0
3825584,2015/2016,2015-09-13,0,,,93.05,0.0
3825618,2015/2016,2015-10-03,0,,,93.02,0.0
3825562,2015/2016,2015-08-21,0,,,93.12,0.0
3825901,2015/2016,2016-05-08,0,,,93.1,0.0
3825898,2015/2016,2016-04-02,0,,,93.17,0.0
3825852,2015/2016,2016-04-16,0,,,93.0,0.0
3825892,2015/2016,2015-09-22,0,,,93.4,0.0
3825893,2015/2016,2016-04-20,0,,,93.5,0.0
3825885,2015/2016,2016-04-01,0,,,93.12,0.0
3825886,2015/2016,2016-04-23,0,,,94.02,0.0
3825881,2015/2016,2016-03-14,0,,,93.03,0.0
3825880,2015/2016,2016-03-19,0,,,93.13,0.0
3825879,2015/2016,2016-03-13,0,,,93.05,0.0
3825878,2015/2016,2016-04-30,0,,,93.3,0.0
3825904,2015/2016,2016-05-08,0,,,93.03,0.0
3825874,2015/2016,2015-10-24,0,,,90.05,0.0
3825873,2015/2016,2016-05-01,0,,,92.95,0.0
3825877,2015/2016,2016-04-03,0,,,93.98,0.0
3825868,2015/2016,2016-04-25,0,,,93.05,0.0
3825866,2015/2016,2016-05-08,0,,,94.1,0.0
3825864,2015/2016,2016-04-30,0,,,92.42,0.0
3825870,2015/2016,2016-05-01,0,,,93.18,0.0
3825862,2015/2016,2016-04-19,0,,,93.05,0.0
3825861,2015/2016,2016-05-08,0,,,92.02,0.0
3825872,2015/2016,2016-04-02,0,,,92.9,0.0
3825859,2015/2016,2016-04-30,0,,,94.12,0.0
3825854,2015/2016,2016-04-29,0,,,93.08,0.0
3825853,2015/2016,2016-05-08,0,,,92.08,0.0
3825856,2015/2016,2016-04-09,0,,,91.97,0.0
3825865,2015/2016,2016-05-08,0,,,94.45,0.0
3825850,2015/2016,2016-05-08,0,,,92.98,0.0
3825802,2015/2016,2016-03-03,0,,,93.2,0.0
3825806,2015/2016,2016-03-05,0,,,92.02,0.0
3825851,2015/2016,2016-05-08,0,,,92.07,0.0
3825655,2015/2016,2015-11-07,0,,,94.0,0.0
3825654,2015/2016,2015-11-07,0,,,92.57,0.0
3825651,2015/2016,2015-11-01,0,,,94.07,0.0
3825845,2015/2016,2016-05-01,0,,,93.58,0.0
3825844,2015/2016,2016-03-13,0,,,92.08,0.0
3825650,2015/2016,2015-11-01,0,,,93.08,0.0
3825679,2015/2016,2015-12-05,0,,,94.1,0.0
3825765,2015/2016,2016-02-07,0,,,94.03,0.0
3825760,2015/2016,2016-02-06,0,,,93.22,0.0
3825764,2015/2016,2016-02-07,0,,,93.17,0.0
3825653,2015/2016,2015-11-07,0,,,94.12,0.0
3825761,2015/2016,2016-02-06,0,,,94.07,0.0
3825766,2015/2016,2016-02-07,0,,,94.07,0.0
3825763,2015/2016,2016-02-06,0,,,94.25,0.0
3825649,2015/2016,2015-11-01,0,,,93.07,0.0
3825758,2015/2016,2016-02-01,0,,,93.88,0.0
3825648,2015/2016,2015-11-01,0,,,93.13,0.0
3825762,2015/2016,2016-02-06,0,,,93.02,0.0
3825755,2015/2016,2016-01-31,0,,,96.1,0.0
3825756,2015/2016,2016-01-31,0,,,93.07,0.0
3825759,2015/2016,2016-02-05,0,,,91.97,0.0
3825750,2015/2016,2016-01-30,0,,,92.1,0.0
3825753,2015/2016,2016-01-30,0,,,92.98,0.0
3825752,2015/2016,2016-01-30,0,,,93.78,0.0
3825749,2015/2016,2016-01-25,0,,,93.03,0.0
3825747,2015/2016,2016-01-24,0,,,92.0,0.0
3825748,2015/2016,2016-01-24,0,,,95.03,0.0
3825745,2015/2016,2016-01-24,0,,,93.95,0.0
3825743,2015/2016,2016-01-23,0,,,93.08,0.0
3825754,2015/2016,2016-01-31,0,,,94.0,0.0
3825742,2015/2016,2016-01-23,0,,,95.17,0.0
3825751,2015/2016,2016-01-30,0,,,93.17,0.0
3825741,2015/2016,2016-01-22,0,,,92.03,0.0
3825737,2015/2016,2016-01-17,0,,,93.5,0.0
3825738,2015/2016,2016-01-17,0,,,92.02,0.0
3825733,2015/2016,2016-01-16,0,,,93.72,0.0
3825746,2015/2016,2016-01-24,0,,,94.13,0.0
3825732,2015/2016,2016-01-16,0,,,94.12,0.0
3825744,2015/2016,2016-01-23,0,,,93.08,0.0
3825728,2015/2016,2016-01-10,0,,,93.03,0.0
3825729,2015/2016,2016-01-10,0,,,93.02,0.0
3825735,2015/2016,2016-01-16,0,,,94.07,0.0
3825730,2015/2016,2016-01-10,0,,,93.37,0.0
3825725,2015/2016,2016-01-09,0,,,94.17,0.0
3825727,2015/2016,2016-01-10,0,,,93.05,0.0
3825723,2015/2016,2016-01-09,0,,,92.97,0.0
3825734,2015/2016,2016-01-16,0,,,93.1,0.0
3825724,2015/2016,2016-01-09,0,,,91.18,0.0
3825722,2015/2016,2016-01-04,0,,,93.98,0.0
3825720,2015/2016,2016-01-03,0,,,92.57,0.0
3825719,2015/2016,2016-01-03,0,,,94.98,0.0
3825717,2015/2016,2016-01-03,0,,,93.93,0.0
3825726,2015/2016,2016-01-09,0,,,93.15,0.0
3825721,2015/2016,2016-01-03,0,,,95.22,0.0
3825718,2015/2016,2016-01-03,0,,,92.98,0.0
3825716,2015/2016,2016-01-03,0,,,93.13,0.0
3825713,2015/2016,2015-12-31,0,,,93.18,0.0
3825646,2015/2016,2015-10-31,0,,,94.5,0.0
3825714,2015/2016,2016-01-02,0,,,94.02,0.0
3825709,2015/2016,2015-12-30,0,,,93.08,0.0
3825645,2015/2016,2015-10-31,0,,,93.03,0.0
3825644,2015/2016,2015-10-31,0,,,93.73,0.0
3825640,2015/2016,2015-10-25,0,,,92.63,0.0
3825636,2015/2016,2015-10-24,0,,,93.97,0.0
3825639,2015/2016,2015-10-25,0,,,94.05,0.0
